SURVEY_OPS,FRACTION_SUBSAMPLED,TOT_wgt_G_upscaled,TOT_No_upscaled,SPCODE,FAMILY,SCIENTIFIC_NAME,COMMON_NAME,OTU_NAME,T_FIELD,COUNT,AM_SPECIMEN,ANFC_SPECIMEN,WT_G,LENGTH_CODE,MAX_LENGTH_MM,MEASURED_COUNT,WEIGHT_MEASURED,RESTSAM_WT_G,CALCULATED_WT_G,CALCULATED_COUNTS,SITE_ID,GEAR,ON_BOTTOM_TIME,ON_BOTTOM_LATITUDE,ON_BOTTOM_LONGITUDE,ON_BOTTOM_DEPTH_M,OFF_BOTTOM_TIME,OFF_BOTTOM_LATITUDE,OFF_BOTTOM_LONGITUDE,OFF_BOTTOM_DEPTH_M,BOTTOM_DURATION_MINS,AFMA_UnitCode,AFMA_UnitCodeName,AFMA_CodeNote
IN2023_V05_054,1,37,8,37106908,Phosichthyidae,Polymetme spp.,,,T,8,2,0,37,FL,138,8,37,,,,N9.3,McKenna semi V-wing fish trawl,5/07/2023 0:30,-39.039898,148.594978,443,5/07/2023 0:55,-39.029081,148.616356,432,25,,,
IN2023_V05_054,1,1854,1,37031010,Rajidae,Dipturus gudgeri,Bight Skate,,T,1,,1,1854,TL,728,1,1854,,,,N9.3,McKenna semi V-wing fish trawl,5/07/2023 0:30,-39.039898,148.594978,443,5/07/2023 0:55,-39.029081,148.616356,432,25,,,
IN2023_V05_054,1,4256,1,37028003,Torpedinidae,Tetronarce nobiliana,Short-tail Torpedo Ray,,T,1,,1,4256,TL,679,1,4256,,,,N9.3,McKenna semi V-wing fish trawl,5/07/2023 0:30,-39.039898,148.594978,443,5/07/2023 0:55,-39.029081,148.616356,432,25,,,
IN2023_V05_054,1,1,1,37107002,Sternoptychidae,Maurolicus australis,Pennant Pearlside,,T,1,,1,1,FL,40,1,1,,,,N9.3,McKenna semi V-wing fish trawl,5/07/2023 0:30,-39.039898,148.594978,443,5/07/2023 0:55,-39.029081,148.616356,432,25,,,
IN2023_V05_054,1,16,2,37122043,Myctophidae,Electrona risso,Risso's Lanternfish,,T,2,,,16,FL,69,2,16,,,,N9.3,McKenna semi V-wing fish trawl,5/07/2023 0:30,-39.039898,148.594978,443,5/07/2023 0:55,-39.029081,148.616356,432,25,,,
IN2023_V05_054,1,116,75,37122002,Myctophidae,Lampanyctodes hectoris,Hector's Lanternfish,,T,75,,,116,,,0,,,,,N9.3,McKenna semi V-wing fish trawl,5/07/2023 0:30,-39.039898,148.594978,443,5/07/2023 0:55,-39.029081,148.616356,432,25,,,
IN2023_V05_054,1,4360,1,37015013,Scyliorhinidae,Cephaloscyllium albipinnum,Whitefin Swellhark,,T,1,,,4360,TL,855,1,4360,,,,N9.3,McKenna semi V-wing fish trawl,5/07/2023 0:30,-39.039898,148.594978,443,5/07/2023 0:55,-39.029081,148.616356,432,25,,,
IN2023_V05_054,1,2620,1,37031028,Rajidae,Dipturus canutus,Grey Skate,,T,1,,,2620,TL,743,1,2620,,,,N9.3,McKenna semi V-wing fish trawl,5/07/2023 0:30,-39.039898,148.594978,443,5/07/2023 0:55,-39.029081,148.616356,432,25,,,
IN2023_V05_054,1,3300,1,37031010,Rajidae,Dipturus gudgeri,Bight Skate,,T,1,,,3300,TL,920,1,3300,,,,N9.3,McKenna semi V-wing fish trawl,5/07/2023 0:30,-39.039898,148.594978,443,5/07/2023 0:55,-39.029081,148.616356,432,25,,,
IN2023_V05_214,1,20227,74,37038004,Urolophidae,Urolophus paucimaculatus,Sparsely-spotted Stingaree,,T,74,0,0,20227,TL,414,55,15094,5133,20227,74,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,6390,17,37377003,Cheilodactylidae,Nemadactylus macropterus,Jackass Morwong,,T,17,0,0,6390,FL,338,17,6390,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,MOW,Jackass Morwong,
IN2023_V05_214,1,3988,14,37038002,Urolophidae,Urolophus cruciatus,Banded Stingaree,,T,14,1,0,3988,TL,336,14,3988,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,7221,103,37349001,Gerreidae,Parequula melbournensis,Silverbelly,,T,103,2,4,7221,FL,179,50,3494,3727,7221,103,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,596,8,37264002,Cyttidae,Cyttus australis,Silver Dory,,T,8,2,2,596,FL,241,8,596,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,198,3,37384023,Labridae: Labrinae,Pseudolabrus rubicundus,Rosy Wrasse,,T,3,1,2,198,FL,178,3,198,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,2656,27,37465037,Monacanthidae,Thamnaconus degeni,Bluefin Leatherjacket,,T,27,3,3,2656,FL,217,27,2656,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,550,2,37466003,Aracanidae,Aracana aurita,Shaw's Cowfish,,T,2,1,1,550,FL,177,2,550,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,713,3,37287001,Sebastidae,Helicolenus percoides,Reef Ocean Perch,,T,3,2,0,713,FL,268,3,713,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,REG,Ocean Perch,
IN2023_V05_214,1,744,1,37367003,Pentacerotidae,Pentaceropsis recurvirostris,Longsnout Boarfish,,T,1,0,1,744,FL,335,1,744,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,1190,2,37287005,Neosebastidae,Neosebastes scorpaenoides,Common Gurnard Perch,,T,2,0,0,1190,FL,373,2,1190,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,202,1,37377002,Cheilodactylidae,Nemadactylus douglasii,Grey Morwong,,T,1,0,1,202,FL,225,1,202,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,2183,48,37311002,Serranidae,Caesioperca lepidoptera,Butterfly Perch,,T,48,10,10,2183,FL,190,48,2183,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,292,2,37367002,Pentacerotidae,Paristiopterus labiosus,Giant Boarfish,,T,2,1,1,292,FL,208,2,292,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,2082,5,37296035,Platycephalidae,Platycephalus aurimaculatus,Toothy Flathead,,T,5,2,3,2082,FL,439,5,2082,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,FLT,Flathead,
IN2023_V05_214,1,400,1,37296003,Platycephalidae,Platycephalus bassensis,Southern Sand Flathead,,T,1,0,1,400,FL,392,1,400,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,FLT,Flathead,
IN2023_V05_214,1,1872,23,37465005,Monacanthidae,Meuschenia scaber,Velvet Leatherjacket,,T,23,2,3,1872,FL,217,23,1872,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,2201,19,37288003,Triglidae,Lepidotrigla vanessa,Butterfly Gurnard,,T,19,0,0,2201,FL,244,19,2201,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,450,1,37038903,Urolophidae,Urolophus spp.,,,T,1,0,1,450,TL,381,1,450,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,94,1,37445006,Centrolophidae,Seriolella punctata,Silver Warehou,,T,1,1,0,94,FL,198,1,94,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,TRS,Silver Warehou,
IN2023_V05_214,1,1178,8,37445005,Centrolophidae,Seriolella brama,Blue Warehou,,T,8,2,2,1178,FL,258,8,1178,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,TRT,Blue Warehou,
IN2023_V05_214,1,1315,20,37288008,Triglidae,Lepidotrigla mulhalli,Roundsnout Gurnard,,T,20,0,0,1315,FL,186,20,1315,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,18,1,37311036,Serranidae,Hypoplectrodes maccullochi,Halfbanded Seaperch,,T,1,0,1,18,FL,104,1,18,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,116,2,37337002,Carangidae,Trachurus declivis,Common Jack Mackerel,,T,2,0,0,116,FL,215,2,116,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,HMG,Jack Mackerel,
IN2023_V05_214,1,3150,22,37355029,Mullidae,Upeneichthys vlamingii,Bluespotted Goatfish,,T,22,1,1,3150,FL,273,22,3150,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,9695,31,37439001,Gempylidae,Thyrsites atun,Barracouta,,T,31,0,0,9695,FL,468,31,9695,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,108,1,37465006,Monacanthidae,Nelusetta ayraud,Ocean Jacket,,T,1,1,0,108,FL,214,1,108,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,JAC,Ocean Jackets,of interest but not Quota
IN2023_V05_214,1,1536,1,37400018,Uranoscopidae,Kathetostoma canaster,Speckled Stargazer,,T,1,1,0,1536,FL,389,1,1536,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,54,1,37288006,Triglidae,Pterygotrigla polyommata,Latchet,,T,1,1,0,54,FL,162,1,54,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,LAT,Latchet,of interest but not Quota
IN2023_V05_214,1,300,2,37465002,Monacanthidae,Acanthaluteres vittiger,Toothbrush Leatherjacket,,T,2,1,1,300,FL,228,2,300,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,25,2,37264005,Cyttidae,Cyttus novaezealandiae,New Zealand Dory,,T,2,2,0,25,FL,96,2,25,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,444,1,37028002,Narcinidae,Narcinops tasmaniensis,Tasmanian Numbfish,,T,1,0,1,444,TL,354,1,444,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,12,2,37282029,Syngnathidae,Solegnathus spinosissimus,Spiny Pipehorse,,T,2,1,1,12,FL,234,2,12,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,370,20,37038903,Urolophidae,Urolophus spp.,,pups,T,20,0,0,370,TL,147,20,370,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,974,17,37288007,Triglidae,Lepidotrigla modesta,Cocky Gurnard,,T,17,0,0,974,FL,178,17,974,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,3666,2,37043001,Callorhinchidae,Callorhinchus milii,Elephantfish,,T,2,1,1,3666,TL,683,2,3666,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,SHEF,Elephantfish,
IN2023_V05_214,1,30,1,37015001,Scyliorhinidae,Cephaloscyllium laticeps,Draughtboard Shark,,T,1,0,1,30,TL,186,1,30,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,22,1,37015906,Scyliorhinidae,Cephaloscyllium spp.,,,T,1,0,1,22,TL,0,1,22,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,4027,3,37469001,Diodontidae,Diodon nicthemerus,Globefish,,T,3,0,1,4027,FL,298,3,4027,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,0,1,37282029,Syngnathidae,Solegnathus spinosissimus,Spiny Pipehorse,,T,1,0,0,,FL,335,1,,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,22820,10,37015001,Scyliorhinidae,Cephaloscyllium laticeps,Draughtboard Shark,,T,10,0,0,22820,TL,900,10,22820,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,1700,1,37043001,Callorhinchidae,Callorhinchus milii,Elephantfish,,T,1,0,0,1700,TL,657,1,8120,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,SHEF,Elephantfish,
IN2023_V05_214,1,46500,4,37039001,Myliobatidae,Myliobatis tenuicaudatus,Southern Eagle Ray,,T,4,0,0,46500,DW,1040,4,46500,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,450,1,37024001,Squatinidae,Squatina australis,Australian Angelshark,,T,1,0,0,450,TL,780,1,450,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_214,1,3660,3,37031005,Rajidae,Dentiraja confusa,Longnose Skate,,T,3,0,0,3660,TL,540,3,3660,,,,S2.1,McKenna semi V-wing fish trawl,24/07/2023 21:21,-40.580318,148.731751,59,24/07/2023 21:37,-40.583446,148.714071,59,16,,,
IN2023_V05_215,1,2360,1,37400018,Uranoscopidae,Kathetostoma canaster,Speckled Stargazer,,T,1,0,0,2360,TL,487,1,2360,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,2551,7,37038002,Urolophidae,Urolophus cruciatus,Banded Stingaree,,T,7,0,0,2551,TL,367,7,2551,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,13488,46,37377003,Cheilodactylidae,Nemadactylus macropterus,Jackass Morwong,,T,46,2,2,13488,FL,303,46,13488,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,MOW,Jackass Morwong,
IN2023_V05_215,1,42862,139,37038004,Urolophidae,Urolophus paucimaculatus,Sparsely-spotted Stingaree,,T,139,0,0,42862,TL,404,50,15462,27400,42862,139,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,539,8,37264002,Cyttidae,Cyttus australis,Silver Dory,,T,8,0,0,539,FL,185,8,539,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,828,2,37296035,Platycephalidae,Platycephalus aurimaculatus,Toothy Flathead,,T,2,0,0,828,FL,451,2,828,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,FLT,Flathead,
IN2023_V05_215,1,4879,218,37311002,Serranidae,Caesioperca lepidoptera,Butterfly Perch,,T,218,0,0,4879,FL,147,50,1119,3760,4879,218,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,6168,82,37349001,Gerreidae,Parequula melbournensis,Silverbelly,,T,82,0,0,6168,FL,186,50,3770,2398,6168,82,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,1188,9,37288003,Triglidae,Lepidotrigla vanessa,Butterfly Gurnard,,T,9,2,0,1188,FL,231,9,1188,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,2052,8,37377002,Cheilodactylidae,Nemadactylus douglasii,Grey Morwong,,T,8,2,0,2052,FL,315,8,2052,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,990,3,37445005,Centrolophidae,Seriolella brama,Blue Warehou,,T,3,0,0,990,FL,270,3,990,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,TRT,Blue Warehou,
IN2023_V05_215,1,16096,161,37465037,Monacanthidae,Thamnaconus degeni,Bluefin Leatherjacket,,T,161,0,0,16096,FL,236,49,4896,11200,16096,161,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,2482,2,37367003,Pentacerotidae,Pentaceropsis recurvirostris,Longsnout Boarfish,,T,2,0,0,2482,FL,449,2,2482,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,363,2,37465002,Monacanthidae,Acanthaluteres vittiger,Toothbrush Leatherjacket,,T,2,1,1,363,FL,243,2,363,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,476,2,37466003,Aracanidae,Aracana aurita,Shaw's Cowfish,,T,2,1,1,476,FL,161,2,476,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,30,1,37465039,Monacanthidae,Eubalichthys bucephalus,Black Reef Leatherjacket,,T,1,1,0,30,FL,123,1,30,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,762,16,37384023,Labridae: Labrinae,Pseudolabrus rubicundus,Rosy Wrasse,,T,16,5,5,762,FL,181,16,762,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,640,6,37465006,Monacanthidae,Nelusetta ayraud,Ocean Jacket,,T,6,0,0,640,FL,228,6,640,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,JAC,Ocean Jackets,of interest but not Quota
IN2023_V05_215,1,36,2,37287008,Scorpaenidae,Scorpaena papillosa,Southern Red Scorpionfish,,T,2,0,2,36,FL,121,2,36,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,37,1,37288002,Triglidae,Lepidotrigla papilio,Spiny Gurnard,,T,1,0,1,37,FL,149,1,37,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,484,2,37469001,Diodontidae,Diodon nicthemerus,Globefish,,T,2,1,1,484,FL,186,2,484,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,135,11,37264005,Cyttidae,Cyttus novaezealandiae,New Zealand Dory,,T,11,0,3,135,FL,105,11,135,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,872,2,37465034,Monacanthidae,Eubalichthys gunnii,Gunn's Leatherjacket,,T,2,0,2,872,FL,340,2,872,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,500,5,37465060,Monacanthidae,Meuschenia venusta,Stars-and-stripes Leatherjacket,,T,5,3,2,500,FL,185,5,500,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,569,10,37288007,Triglidae,Lepidotrigla modesta,Cocky Gurnard,,T,10,2,0,569,FL,176,10,569,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,536,8,37288008,Triglidae,Lepidotrigla mulhalli,Roundsnout Gurnard,,T,8,2,0,536,FL,178,8,536,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,416,1,37028002,Narcinidae,Narcinops tasmaniensis,Tasmanian Numbfish,,T,1,0,0,416,TL,358,1,416,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,4448,59,37465005,Monacanthidae,Meuschenia scaber,Velvet Leatherjacket,,T,59,3,4,4448,FL,225,50,3740,708,4448,59,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,4992,40,37355029,Mullidae,Upeneichthys vlamingii,Bluespotted Goatfish,,T,40,0,0,4992,FL,256,40,4992,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,13040,11,37015001,Scyliorhinidae,Cephaloscyllium laticeps,Draughtboard Shark,,T,11,0,0,13040,TL,690,11,13040,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,63162,7,37039001,Myliobatidae,Myliobatis tenuicaudatus,Southern Eagle Ray,,T,7,0,0,63162,DW,985,7,63162,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,3840,3,37031005,Rajidae,Dentiraja confusa,Longnose Skate,,T,3,0,0,3840,TL,553,3,3840,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,580,2,37038002,Urolophidae,Urolophus cruciatus,Banded Stingaree,,T,2,0,0,580,TL,345,2,1140,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_215,1,640,2,37038004,Urolophidae,Urolophus paucimaculatus,Sparsely-spotted Stingaree,,T,2,0,0,640,TL,347,2,640,,,,S2.2,McKenna semi V-wing fish trawl,24/07/2023 23:21,-40.59386,148.729926,58,24/07/2023 23:37,-40.594497,148.712553,60,16,,,
IN2023_V05_218,1,7036,84,37288007,Triglidae,Lepidotrigla modesta,Cocky Gurnard,,T,84,0,0,7036,FL,204,84,7036,,,,S2.3,McKenna semi V-wing fish trawl,25/07/2023 5:03,-40.506113,148.820156,127,25/07/2023 5:30,-40.506133,148.791923,77,27,,,
IN2023_V05_218,1,42080,314,37337002,Carangidae,Trachurus declivis,Common Jack Mackerel,,T,314,0,2,42080,FL,254,50,6702,35378,42080,314,S2.3,McKenna semi V-wing fish trawl,25/07/2023 5:03,-40.506113,148.820156,127,25/07/2023 5:30,-40.506133,148.791923,77,27,HMG,Jack Mackerel,
