SURVEY_OPS,FRACTION_SUBSAMPLED,TOT_wgt_G_upscaled,TOT_No_upscaled,SPCODE,FAMILY,SCIENTIFIC_NAME,COMMON_NAME,OTU_NAME,T_FIELD,COUNT,AM_SPECIMEN,ANFC_SPECIMEN,WT_G,LENGTH_CODE,MAX_LENGTH_MM,MEASURED_COUNT,WEIGHT_MEASURED,RESTSAM_WT_G,CALCULATED_WT_G,CALCULATED_COUNTS,SITE_ID,GEAR,ON_BOTTOM_TIME,ON_BOTTOM_LATITUDE,ON_BOTTOM_LONGITUDE,ON_BOTTOM_DEPTH_M,OFF_BOTTOM_TIME,OFF_BOTTOM_LATITUDE,OFF_BOTTOM_LONGITUDE,OFF_BOTTOM_DEPTH_M,BOTTOM_DURATION_MINS,AFMA_UnitCode,AFMA_UnitCodeName,AFMA_CodeNote
IN2023_V05_022,1,343,1,37400001,Uranoscopidae,Xenocephalus armatus,Bulldog Stargazer,,T,1,,1,343,FL,268,1,343,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,,,
IN2023_V05_022,1,195,2,37390001,Pinguipedidae,Parapercis allporti,Barred Grubfish,,T,2,,2,195,FL,216,2,195,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,,,
IN2023_V05_022,1,28,2,37264005,Cyttidae,Cyttus novaezealandiae,New Zealand Dory,,T,2,1,1,28,FL,102,2,28,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,,,
IN2023_V05_022,1,41,2,37345001,Emmelichthyidae,Emmelichthys nitidus,Redbait,,T,2,1,1,41,FL,138,2,41,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,,,
IN2023_V05_022,1,25,2,37097001,Argentinidae,Argentina australiae,Silverside,,T,2,1,1,25,FL,128,2,25,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,,,
IN2023_V05_022,1,767,12,37337003,Carangidae,Trachurus novaezelandiae,Yellowtail Scad,,T,12,,3,767,FL,199,12,767,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,,,
IN2023_V05_022,1,1754,35,37288008,Triglidae,Lepidotrigla mulhalli,Roundsnout Gurnard,,T,35,2,3,1754,FL,173,35,1754,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,,,
IN2023_V05_022,1,510,1,37288006,Triglidae,Pterygotrigla polyommata,Latchet,,T,1,,1,510,FL,329,1,510,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,LAT,Latchet,of interest but not Quota
IN2023_V05_022,1,1724,30,37288007,Triglidae,Lepidotrigla modesta,Cocky Gurnard,,T,30,2,3,1724,FL,188,30,1724,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,,,
IN2023_V05_022,1,1522,1,37288001,Triglidae,Chelidonichthys kumu,Red Gurnard,,T,1,,1,1522,FL,501,1,1522,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,,,
IN2023_V05_022,1,5589,107,37120001,Paraulopidae,Paraulopus nigripinnis,Blacktip Cucumberfish,,T,107,,1,5589,SL,205,100,5215,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,,,
IN2023_V05_022,1,966,5,37020006,Squalidae,Squalus megalops,Spikey Dogfish,,T,5,,,966,TL,430,5,966,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,,,
IN2023_V05_022,1,3051,154,37279002,Centriscidae: Macroramphosinae,Macroramphosus scolopax,Common Bellowsfish,,T,154,2,5,3051,FL,156,50,987,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,,,
IN2023_V05_022,1,3973,4,37264004,Zeidae,Zeus faber,John Dory,,T,4,1,1,3973,FL,441,4,3973,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,DOJ,John Dory,
IN2023_V05_022,1,15914,40,37296001,Platycephalidae,Platycephalus richardsoni,Tiger Flathead,,T,40,,,15914,FL,519,40,15914,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,FLT,Flathead,
IN2023_V05_022,1,1228,2,37017008,Triakidae,Galeorhinus galeus,School Shark,,T,2,1,1,1228,TL,532,2,1228,,,,N3.3,McKenna semi V-wing fish trawl,2/07/2023 1:23,-40.05679,148.719233,100,2/07/2023 1:48,-40.076647,148.709298,98,26,SHS,School Shark,
IN2023_V05_167,1,25117,114,37227001,Macruronidae,Macruronus novaezelandiae,Blue Grenadier,,T,114,0,0,25117,FL,451,50,11037,14080,25117,114,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,GRE,Blue Grenadier,
IN2023_V05_167,1,10610,103,37439002,Gempylidae,Rexea solandri,Gemfish,,T,103,0,0,10610,FL,426,100,10256,354,10610,103,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,GEME,Gemfish East,
IN2023_V05_167,1,49196,2244,37311053,Acropomatidae,Verilus anomalus,Threespine Cardinalfish,,T,2244,0,0,49196,FL,141,50,1096,48100,49196,2244,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,1,1,37067922,Congridae,Congridae,,leptocephalus,T,1,0,1,1,TL,135,1,1,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,11,6,37122002,Myctophidae,Lampanyctodes hectoris,Hector's Lanternfish,,T,6,0,0,11,FL,63,6,11,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,362,1,37211000,Chaunacidae,Chaunacidae,coffinfishes,,T,1,0,1,362,FL,224,1,362,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,128,1,37367004,Pentacerotidae,Pentaceros decacanthus,Bigspine Boarfish,,T,1,0,1,128,FL,169,1,128,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,3,3,37107002,Sternoptychidae,Maurolicus australis,Pennant Pearlside,,T,3,0,3,3,FL,49,3,3,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,1082,7,37287093,Sebastidae,Helicolenus barathri,Bigeye Ocean Perch,,T,7,0,0,1082,FL,309,7,1082,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,REG,Ocean Perch,
IN2023_V05_167,1,604,1,37228002,Ophidiidae,Genypterus blacodes,Pink Ling,,T,1,0,0,604,FL,495,1,604,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,LIG,Pink Ling,
IN2023_V05_167,1,1,1,37401901,Champsodontidae,Champsodon spp.,,,T,1,0,1,1,FL,62,1,1,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,354,1,37288005,Triglidae,Pterygotrigla andertoni,Painted Latchet,,T,1,0,1,354,FL,297,1,354,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,306,1,37467004,Tetraodontidae,Sphoeroides pachygaster,Balloonfish,,T,1,0,0,306,FL,248,1,306,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,1836,7,37297001,Hoplichthyidae,Hoplichthys haswelli,Deepsea Flathead,,T,7,1,0,1836,FL,371,7,1836,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,918,1,37377003,Cheilodactylidae,Nemadactylus macropterus,Jackass Morwong,,T,1,1,0,918,FL,392,1,918,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,MOW,Jackass Morwong,
IN2023_V05_167,1,1020,23,37232003,Macrouridae,Coelorinchus mirus,Gargoyle Fish,,T,23,0,0,1020,FL,266,23,1020,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,238,2,37440002,Trichiuridae,Lepidopus caudatus,Frostfish,,T,2,1,1,238,FL,520,2,238,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,FRO,Frostfish,of interest but not Quota
IN2023_V05_167,1,18028,121,37120001,Paraulopidae,Paraulopus nigripinnis,Blacktip Cucumberfish,,T,121,0,0,18028,SL,289,50,7448,10580,18028,121,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,2776,1,37042001,Chimaeridae,Chimaera ogilbyi,Ogilby's Ghostshark,,T,1,0,1,2776,TL,760,1,2776,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,58,1,37461002,Pleuronectidae,Azygopus pinnifasciatus,Banded-fin Flounder,,T,1,0,1,58,FL,158,1,58,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,1600,1,37017001,Triakidae,Mustelus antarcticus,Gummy Shark,,T,1,0,0,1600,TL,710,1,1600,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,SHG,Gummy Shark,
IN2023_V05_167,1,820,1,37020006,Squalidae,Squalus megalops,Spikey Dogfish,,T,1,0,0,820,TL,515,1,820,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_167,1,13900,1,37031010,Rajidae,Dipturus gudgeri,Bight Skate,,T,1,0,0,13900,TL,1330,1,13900,,,,N31.1,McKenna semi V-wing fish trawl,17/07/2023 5:34,-37.952628,150.075266,325,17/07/2023 6:08,-37.979246,150.069331,346,34,,,
IN2023_V05_164,1,322,3,37439002,Gempylidae,Rexea solandri,Gemfish,,T,3,1,1,322,FL,280,3,322,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,GEME,Gemfish East,
IN2023_V05_164,1,9275,4,37228002,Ophidiidae,Genypterus blacodes,Pink Ling,,T,4,0,0,9275,FL,930,4,9275,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,LIG,Pink Ling,
IN2023_V05_164,1,885,3,37297001,Hoplichthyidae,Hoplichthys haswelli,Deepsea Flathead,,T,3,0,1,885,FL,386,3,885,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,5583,15,37287093,Sebastidae,Helicolenus barathri,Bigeye Ocean Perch,,T,15,0,3,5583,FL,345,15,5583,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,REG,Ocean Perch,
IN2023_V05_164,1,6,1,37107001,Sternoptychidae,Argyropelecus aculeatus,Lovely Hatchetfish,,T,1,0,0,6,FL,60,1,6,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,10308,351,37311053,Acropomatidae,Verilus anomalus,Threespine Cardinalfish,,T,351,3,4,10308,FL,157,50,1468,8840,10308,351,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,6,2,37122002,Myctophidae,Lampanyctodes hectoris,Hector's Lanternfish,,T,2,1,1,6,FL,80,2,6,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,1,1,37122000,Myctophidae,Myctophidae,lanternfishes,,T,1,0,1,1,FL,33,1,1,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,780,2,37367004,Pentacerotidae,Pentaceros decacanthus,Bigspine Boarfish,,T,2,1,1,780,FL,257,2,780,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,514,17,37232004,Macrouridae,Lepidorhynchus denticulatus,Toothed Whiptail,,T,17,3,3,514,FL,335,17,514,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,25786,92,37227001,Macruronidae,Macruronus novaezelandiae,Blue Grenadier,,T,92,2,2,25786,FL,622,50,13986,11800,25786,92,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,GRE,Blue Grenadier,
IN2023_V05_164,1,3124,95,37232003,Macrouridae,Coelorinchus mirus,Gargoyle Fish,,T,95,3,3,3124,FL,260,50,1636,1488,3124,95,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,0,2,37067922,Congridae,Congridae,,leptocaphalus,T,2,0,2,0,TL,136,2,0,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,31,1,37126000,Paralepididae,Paralepididae,barracudinas,,T,1,0,1,31,FL,218,1,31,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,1,1,37106908,Phosichthyidae,Polymetme spp.,,,T,1,0,0,1,FL,56,1,1,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,16,2,37122043,Myctophidae,Electrona risso,Risso's Lanternfish,,T,2,0,0,16,FL,84,2,16,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,1000,1,37031904,Rajidae,Dipturus spp.,,,T,1,0,1,1000,TL,572,1,1000,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,6700,1,37031035,Rajidae,Dipturus acrobelus,Deepwater Skate,,T,1,0,0,6700,TL,1060,1,6700,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_164,1,2400,2,37031010,Rajidae,Dipturus gudgeri,Bight Skate,,T,2,0,0,2400,TL,655,2,2400,,,,N31.2,McKenna semi V-wing fish trawl,17/07/2023 0:18,-37.991907,150.104793,481,17/07/2023 0:52,-38.016388,150.090601,475,34,,,
IN2023_V05_163,1,27953,220,37120001,Paraulopidae,Paraulopus nigripinnis,Blacktip Cucumberfish,,T,220,0,0,27953,SL,247,49,6213,21740,27953,220,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,420,2,37337002,Carangidae,Trachurus declivis,Common Jack Mackerel,,T,2,1,1,420,FL,266,2,420,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,HMG,Jack Mackerel,
IN2023_V05_163,1,1034,3,37445006,Centrolophidae,Seriolella punctata,Silver Warehou,,T,3,0,0,1034,FL,277,3,1034,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,TRS,Silver Warehou,
IN2023_V05_163,1,412,8,37232003,Macrouridae,Coelorinchus mirus,Gargoyle Fish,,T,8,2,2,412,FL,253,8,412,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,8474,7,37296001,Platycephalidae,Platycephalus richardsoni,Tiger Flathead,,T,7,0,0,8474,FL,578,7,8474,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,FLT,Flathead,
IN2023_V05_163,1,942,6,37390001,Pinguipedidae,Parapercis allporti,Barred Grubfish,,T,6,0,2,942,FL,251,6,942,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,3240,4,37264003,Zeidae,Zenopsis nebulosa,Mirror Dory,,T,4,1,1,3240,FL,499,4,3240,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,DOM,Mirror Dory,
IN2023_V05_163,1,114,1,37258003,Berycidae,Centroberyx affinis,Redfish,,T,1,0,0,114,FL,170,1,114,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,RED,Redfish,
IN2023_V05_163,1,54,1,37326901,Priacanthidae,Priacanthus spp.,red bullseye,,T,1,0,1,54,FL,292,1,54,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,128,1,37439002,Gempylidae,Rexea solandri,Gemfish,,T,1,0,1,128,FL,272,1,128,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,GEME,Gemfish East,
IN2023_V05_163,1,1282,12,37287093,Sebastidae,Helicolenus barathri,Bigeye Ocean Perch,,T,12,2,4,1282,FL,224,12,1282,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,REG,Ocean Perch,
IN2023_V05_163,1,1877,4,37038007,Urolophidae,Urolophus viridis,Greenback Stingaree,,T,4,0,0,1877,TL,391,4,1877,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,32528,70,37288006,Triglidae,Pterygotrigla polyommata,Latchet,,T,70,0,0,32528,FL,530,70,32528,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,LAT,Latchet,of interest but not Quota
IN2023_V05_163,1,2296,24,37288005,Triglidae,Pterygotrigla andertoni,Painted Latchet,,T,24,3,5,2296,FL,214,24,2296,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,122,1,37345001,Emmelichthyidae,Emmelichthys nitidus,Redbait,,T,1,0,0,122,FL,208,1,122,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,20,2,37311053,Acropomatidae,Verilus anomalus,Threespine Cardinalfish,,T,2,0,0,20,FL,112,2,20,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,60,1,37288008,Triglidae,Lepidotrigla mulhalli,Roundsnout Gurnard,,T,1,0,0,60,FL,168,1,60,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,1654,5,37467004,Tetraodontidae,Sphoeroides pachygaster,Balloonfish,,T,5,0,0,1654,FL,260,5,1654,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,1170,5,37015009,Pentanchidae,Figaro boardmani,Sawtail Catshark,,T,5,2,3,1170,TL,471,5,1170,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,128,1,37297001,Hoplichthyidae,Hoplichthys haswelli,Deepsea Flathead,,T,1,1,0,128,FL,285,1,128,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,2888,2,37017008,Triakidae,Galeorhinus galeus,School Shark,,T,2,1,1,2888,TL,770,2,2888,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,SHS,School Shark,
IN2023_V05_163,1,394,1,37020006,Squalidae,Squalus megalops,Spikey Dogfish,,T,1,1,0,394,TL,414,1,394,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,2126,1,37400018,Uranoscopidae,Kathetostoma canaster,Speckled Stargazer,,T,1,1,0,2126,FL,460,1,2126,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,2088,1,37031005,Rajidae,Dentiraja confusa,Longnose Skate,,T,1,0,1,2088,TL,544,1,2088,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,10798,10,37042001,Chimaeridae,Chimaera ogilbyi,Ogilby's Ghostshark,,T,10,1,1,10798,TL,1005,10,10798,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,2720,1,37038001,Urolophidae,Urolophus bucculentus,Sandyback Stingaree,,T,1,0,0,2720,TL,567,1,2720,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,1400,1,37031003,Rajidae,Dentiraja cerva,Whitespotted Skate,,T,1,0,1,1400,TL,562,1,1400,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,728,7,37288004,Peristediidae,Peristedion picturatum,Robust Amour Gurnard,,T,7,3,4,728,FL,283,7,728,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,4240,1,37017001,Triakidae,Mustelus antarcticus,Gummy Shark,,T,1,0,0,4240,TL,990,1,4240,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,SHG,Gummy Shark,
IN2023_V05_163,1,5880,4,37042001,Chimaeridae,Chimaera ogilbyi,Ogilby's Ghostshark,,T,4,0,0,5880,TL,997,4,5880,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,5800,1,37015013,Scyliorhinidae,Cephaloscyllium albipinnum,Whitefin Swellhark,,T,1,0,0,5800,TL,990,1,5800,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,8680,1,37015013,Scyliorhinidae,Cephaloscyllium albipinnum,Whitefin Swellhark,,T,1,0,0,8680,TL,1000,1,8680,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
IN2023_V05_163,1,1100,1,37005002,Hexanchidae,Notorynchus cepedianus,Broadnose Shark,,T,1,0,0,1100,TL,1150,1,1100,,,,N31.3,McKenna semi V-wing fish trawl,16/07/2023 21:13,-37.916995,150.045504,232,16/07/2023 21:44,-37.938132,150.029726,215,31,,,
