VOYAGE,SAMPLE_TYPE,SAMPLE_BARCODE,PLATE_CODE,SURVEY_OPS,SAMPLE_DATETIME,SAMPLE_LATITUDE_DD,SAMPLE_LONGIDUDE_DD,SAMPLE_DEPTH_M,FISH_NO,SPCODE,SCIENTIFIC_NAME,COMMON_NAME,LENGTH_MM,LENGTH_CODE,WEIGHT_G,SEX_CODE,STAGE
IN2024_V03,muscle,10095985,B1-1A,IN2024_V03_216,25/05/2024 14:39,-36.942913,150.232886,124.7,5,37377003,Nemadactylus macropterus,Jackass Morwong,321,FL,524,,
IN2024_V03,muscle,10095997,B1-2A,IN2024_V03_216,25/05/2024 14:39,-36.942913,150.232886,124.7,3,37377003,Nemadactylus macropterus,Jackass Morwong,282,FL,392,,
IN2024_V03,muscle,10096091,B1-3A,IN2024_V03_216,25/05/2024 14:39,-36.942913,150.232886,124.7,4,37377003,Nemadactylus macropterus,Jackass Morwong,270,FL,328,,
IN2024_V03,muscle,10096121,B1-4A,IN2024_V03_216,25/05/2024 14:39,-36.942913,150.232886,124.7,2,37377003,Nemadactylus macropterus,Jackass Morwong,253,FL,250,,
IN2024_V03,muscle,10096151,B1-5A,IN2024_V03_216,25/05/2024 14:39,-36.942913,150.232886,124.7,1,37377003,Nemadactylus macropterus,Jackass Morwong,315,FL,484,,
IN2024_V03,muscle,10095174,B1-6A,IN2024_V03_223,26/05/2024 6:54,-36.860557,150.295874,144.2,5,37377003,Nemadactylus macropterus,Jackass Morwong,231,FL,182,,
IN2024_V03,muscle,10095204,B1-7A,IN2024_V03_223,26/05/2024 6:54,-36.860557,150.295874,144.2,4,37377003,Nemadactylus macropterus,Jackass Morwong,238,FL,212,,
IN2024_V03,muscle,10095508,B1-8A,IN2024_V03_223,26/05/2024 6:54,-36.860557,150.295874,144.2,3,37377003,Nemadactylus macropterus,Jackass Morwong,233,FL,202,,
IN2024_V03,muscle,10095998,B1-9A,IN2024_V03_223,26/05/2024 6:54,-36.860557,150.295874,144.2,1,37377003,Nemadactylus macropterus,Jackass Morwong,248,FL,232,,
IN2024_V03,muscle,10096064,B1-10A,IN2024_V03_223,26/05/2024 6:54,-36.860557,150.295874,144.2,2,37377003,Nemadactylus macropterus,Jackass Morwong,248,FL,220,,
IN2024_V03,muscle,10095858,B1-1B,IN2024_V03_227,26/05/2024 14:24,-36.860351,150.123467,93.44,2,37377003,Nemadactylus macropterus,Jackass Morwong,269,FL,316,F,
IN2024_V03,muscle,10095888,B1-2B,IN2024_V03_227,26/05/2024 14:24,-36.860351,150.123467,93.44,3,37377003,Nemadactylus macropterus,Jackass Morwong,313,FL,419,F,
IN2024_V03,muscle,10095918,B1-3B,IN2024_V03_227,26/05/2024 14:24,-36.860351,150.123467,93.44,4,37377003,Nemadactylus macropterus,Jackass Morwong,308,FL,487,F,
IN2024_V03,muscle,10095948,B1-4B,IN2024_V03_227,26/05/2024 14:24,-36.860351,150.123467,93.44,5,37377003,Nemadactylus macropterus,Jackass Morwong,334,FL,580,F,
IN2024_V03,muscle,10095977,B1-5B,IN2024_V03_227,26/05/2024 14:24,-36.860351,150.123467,93.44,1,37377003,Nemadactylus macropterus,Jackass Morwong,297,FL,415,M,
IN2024_V03,muscle,10097490,B1-6B,IN2024_V03_238,27/05/2024 16:10,-36.52339,150.282853,145.2,3,37377003,Nemadactylus macropterus,Jackass Morwong,230,FL,229,F,
IN2024_V03,muscle,10097499,B1-7B,IN2024_V03_238,27/05/2024 16:10,-36.52339,150.282853,145.2,4,37377003,Nemadactylus macropterus,Jackass Morwong,219,FL,192,M,
IN2024_V03,muscle,10097521,B1-8B,IN2024_V03_238,27/05/2024 16:10,-36.52339,150.282853,145.2,2,37377003,Nemadactylus macropterus,Jackass Morwong,243,FL,242,F,
IN2024_V03,muscle,10097530,B1-9B,IN2024_V03_238,27/05/2024 16:10,-36.52339,150.282853,145.2,5,37377003,Nemadactylus macropterus,Jackass Morwong,219,FL,219,M,
IN2024_V03,muscle,10097608,B1-10B,IN2024_V03_238,27/05/2024 16:10,-36.52339,150.282853,145.2,1,37377003,Nemadactylus macropterus,Jackass Morwong,257,FL,288,F,
IN2024_V03,muscle,10097319,B1-1C,IN2024_V03_244,28/05/2024 6:58,-36.396284,150.258536,128.1,1,37377003,Nemadactylus macropterus,Jackass Morwong,374,FL,848,,
IN2024_V03,muscle,10098735,B1-2C,IN2024_V03_248,28/05/2024 13:53,-36.380186,150.333916,328.5,1,37377003,Nemadactylus macropterus,Jackass Morwong,245,FL,272,,
IN2024_V03,muscle,10098684,B1-3C,IN2024_V03_256,29/05/2024 10:23,-36.26531,150.331339,142.2,1,37377003,Nemadactylus macropterus,Jackass Morwong,252,FL,240,,
IN2024_V03,muscle,10092492,B1-4C,IN2024_V03_125,14/05/2024 14:13,-37.893191,149.315162,105.4,1,37377003,Nemadactylus macropterus,Jackass Morwong,209,FL,165,F,
IN2024_V03,muscle,10093690,B1-5C,IN2024_V03_139,16/05/2024 10:54,-37.121335,150.233585,144,1,37377003,Nemadactylus macropterus,Jackass Morwong,246,FL,228,,
IN2024_V03,muscle,10093516,B1-6C,IN2024_V03_151,17/05/2024 9:53,-37.313615,150.19154,115.8,3,37377003,Nemadactylus macropterus,Jackass Morwong,251,FL,266,,
IN2024_V03,muscle,10093847,B1-7C,IN2024_V03_151,17/05/2024 9:53,-37.313615,150.19154,115.8,10,37377003,Nemadactylus macropterus,Jackass Morwong,253,FL,250,,
IN2024_V03,muscle,10093765,B1-8C,IN2024_V03_151,17/05/2024 9:53,-37.313615,150.19154,115.8,6,37377003,Nemadactylus macropterus,Jackass Morwong,254,FL,234,,
IN2024_V03,muscle,10093635,B1-9C,IN2024_V03_151,17/05/2024 9:53,-37.313615,150.19154,115.8,2,37377003,Nemadactylus macropterus,Jackass Morwong,255,FL,264,,
IN2024_V03,muscle,10095937,B1-10C,IN2024_V03_186,22/05/2024 13:45,-37.733376,150.066029,138.3,6,37377003,Nemadactylus macropterus,Jackass Morwong,269,FL,335,F,
IN2024_V03,muscle,10095847,B1-1D,IN2024_V03_186,22/05/2024 13:45,-37.733376,150.066029,138.3,3,37377003,Nemadactylus macropterus,Jackass Morwong,292,FL,436,F,
IN2024_V03,muscle,10093768,B1-2D,IN2024_V03_151,17/05/2024 9:53,-37.313615,150.19154,115.8,5,37377003,Nemadactylus macropterus,Jackass Morwong,294,FL,396,,
IN2024_V03,muscle,10093711,B1-3D,IN2024_V03_153,17/05/2024 13:43,-37.326541,150.114655,99.28,2,37377003,Nemadactylus macropterus,Jackass Morwong,296,FL,376,M,
IN2024_V03,muscle,10093970,B1-4D,IN2024_V03_141,16/05/2024 13:32,-37.140417,150.291077,197.2,1,37377003,Nemadactylus macropterus,Jackass Morwong,296,FL,410,F,
IN2024_V03,muscle,10093398,B1-5D,IN2024_V03_153,17/05/2024 13:43,-37.326541,150.114655,99.28,7,37377003,Nemadactylus macropterus,Jackass Morwong,298,FL,438,F,
IN2024_V03,muscle,10096067,B1-6D,IN2024_V03_184,22/05/2024 9:56,-37.741031,150.106897,144.5,1,37377003,Nemadactylus macropterus,Jackass Morwong,299,FL,410,F,
IN2024_V03,muscle,10093665,B1-7D,IN2024_V03_151,17/05/2024 9:53,-37.313615,150.19154,115.8,1,37377003,Nemadactylus macropterus,Jackass Morwong,299,FL,420,,
IN2024_V03,muscle,10094329,B1-8D,IN2024_V03_171,21/05/2024 6:54,-37.890447,149.987369,142.7,2,37377003,Nemadactylus macropterus,Jackass Morwong,301,FL,401,F,
IN2024_V03,muscle,10094332,B1-9D,IN2024_V03_171,21/05/2024 6:54,-37.890447,149.987369,142.7,3,37377003,Nemadactylus macropterus,Jackass Morwong,329,FL,584,,
IN2024_V03,muscle,10094157,B1-10D,IN2024_V03_171,21/05/2024 6:54,-37.890447,149.987369,142.7,6,37377003,Nemadactylus macropterus,Jackass Morwong,331,FL,554,,
IN2024_V03,muscle,10096029,B1-1E,IN2024_V03_197,23/05/2024 15:45,-37.503616,150.183697,137.1,1,37377003,Nemadactylus macropterus,Jackass Morwong,331,FL,642,M,2
IN2024_V03,muscle,10094076,B1-2E,IN2024_V03_153,17/05/2024 13:43,-37.326541,150.114655,99.28,5,37377003,Nemadactylus macropterus,Jackass Morwong,333,FL,596,F,
IN2024_V03,muscle,10094265,B1-3E,IN2024_V03_171,21/05/2024 6:54,-37.890447,149.987369,142.7,4,37377003,Nemadactylus macropterus,Jackass Morwong,337,FL,570,,
IN2024_V03,muscle,10093801,B1-4E,IN2024_V03_151,17/05/2024 9:53,-37.313615,150.19154,115.8,7,37377003,Nemadactylus macropterus,Jackass Morwong,338,FL,506,,
IN2024_V03,muscle,10093430,B1-5E,IN2024_V03_153,17/05/2024 13:43,-37.326541,150.114655,99.28,8,37377003,Nemadactylus macropterus,Jackass Morwong,350,FL,654,F,
IN2024_V03,muscle,10093638,B1-6E,IN2024_V03_153,17/05/2024 13:43,-37.326541,150.114655,99.28,9,37377003,Nemadactylus macropterus,Jackass Morwong,364,FL,804,F,
IN2024_V03,muscle,10093520,B1-7E,IN2024_V03_131,15/05/2024 8:04,-38.109721,149.321603,151.5,1,37377003,Nemadactylus macropterus,Jackass Morwong,189,FL,114,,
IN2024_V03,muscle,10092769,B1-8E,IN2024_V03_096,11/05/2024 16:10,-38.879973,148.294572,91.42,9,37377003,Nemadactylus macropterus,Jackass Morwong,195,FL,120,M,
IN2024_V03,muscle,10092863,B1-9E,IN2024_V03_096,11/05/2024 16:10,-38.879973,148.294572,91.42,5,37377003,Nemadactylus macropterus,Jackass Morwong,198,FL,150,F,
IN2024_V03,muscle,10093746,B1-10E,IN2024_V03_131,15/05/2024 8:04,-38.109721,149.321603,151.5,4,37377003,Nemadactylus macropterus,Jackass Morwong,212,FL,155,,
IN2024_V03,muscle,10094059,B1-1F,IN2024_V03_131,15/05/2024 8:04,-38.109721,149.321603,151.5,5,37377003,Nemadactylus macropterus,Jackass Morwong,222,FL,165,,
IN2024_V03,muscle,10092833,B1-2F,IN2024_V03_096,11/05/2024 16:10,-38.879973,148.294572,91.42,6,37377003,Nemadactylus macropterus,Jackass Morwong,223,FL,166,F,
IN2024_V03,muscle,10093427,B1-3F,IN2024_V03_131,15/05/2024 8:04,-38.109721,149.321603,151.5,2,37377003,Nemadactylus macropterus,Jackass Morwong,215,FL,170,,
IN2024_V03,muscle,10092398,B1-4F,IN2024_V03_096,11/05/2024 16:10,-38.879973,148.294572,91.42,3,37377003,Nemadactylus macropterus,Jackass Morwong,229,FL,176,F,
IN2024_V03,muscle,10092851,B1-5F,IN2024_V03_095,11/05/2024 13:27,-38.875465,148.413842,139.9,8,37377003,Nemadactylus macropterus,Jackass Morwong,235,FL,210,,
IN2024_V03,muscle,10092763,B1-6F,IN2024_V03_095,11/05/2024 13:27,-38.875465,148.413842,139.9,4,37377003,Nemadactylus macropterus,Jackass Morwong,246,FL,234,,
IN2024_V03,muscle,10092790,B1-7F,IN2024_V03_095,11/05/2024 13:27,-38.875465,148.413842,139.9,9,37377003,Nemadactylus macropterus,Jackass Morwong,253,FL,238,,
IN2024_V03,muscle,10092859,B1-8F,IN2024_V03_095,11/05/2024 13:27,-38.875465,148.413842,139.9,10,37377003,Nemadactylus macropterus,Jackass Morwong,254,FL,262,,
IN2024_V03,muscle,10093776,B1-9F,IN2024_V03_131,15/05/2024 8:04,-38.109721,149.321603,151.5,6,37377003,Nemadactylus macropterus,Jackass Morwong,274,FL,287,,
IN2024_V03,muscle,10092850,B1-10F,IN2024_V03_095,11/05/2024 13:27,-38.875465,148.413842,139.9,7,37377003,Nemadactylus macropterus,Jackass Morwong,270,FL,300,,
IN2024_V03,muscle,10094833,B1-1G,IN2024_V03_164,20/05/2024 11:09,-38.165202,149.652505,237.5,1,37377003,Nemadactylus macropterus,Jackass Morwong,268,FL,311,,
IN2024_V03,muscle,10093593,B1-2G,IN2024_V03_131,15/05/2024 8:04,-38.109721,149.321603,151.5,9,37377003,Nemadactylus macropterus,Jackass Morwong,282,FL,349,,
IN2024_V03,muscle,10093563,B1-3G,IN2024_V03_133,15/05/2024 11:31,-38.199809,149.307747,284.3,5,37377003,Nemadactylus macropterus,Jackass Morwong,340,FL,544,F,
IN2024_V03,muscle,10093370,B1-4G,IN2024_V03_133,15/05/2024 11:31,-38.199809,149.307747,284.3,4,37377003,Nemadactylus macropterus,Jackass Morwong,363,FL,598,,
IN2024_V03,muscle,10094036,B1-5G,IN2024_V03_133,15/05/2024 11:31,-38.199809,149.307747,284.3,10,37377003,Nemadactylus macropterus,Jackass Morwong,359,FL,604,F,
IN2024_V03,muscle,10093736,B1-6G,IN2024_V03_133,15/05/2024 11:31,-38.199809,149.307747,284.3,9,37377003,Nemadactylus macropterus,Jackass Morwong,360,FL,624,F,
IN2024_V03,muscle,10093676,B1-7G,IN2024_V03_133,15/05/2024 11:31,-38.199809,149.307747,284.3,6,37377003,Nemadactylus macropterus,Jackass Morwong,369,FL,740,F,
IN2024_V03,muscle,10093487,B1-8G,IN2024_V03_133,15/05/2024 11:31,-38.199809,149.307747,284.3,2,37377003,Nemadactylus macropterus,Jackass Morwong,397,FL,768,F,
IN2024_V03,muscle,10094803,B1-9G,IN2024_V03_164,20/05/2024 11:09,-38.165202,149.652505,237.5,2,37377003,Nemadactylus macropterus,Jackass Morwong,413,FL,1093,,
IN2023_V05,tissue,10082558,B1-10G,IN2023_V05_068,6/07/2023 14:28,-38.951603,148.328346,90.9,1,37377003,Nemadactylus macropterus,Jackass Morwong,220,FL,162,,
IN2023_V05,tissue,10083822,B1-1H,IN2023_V05_188,22/07/2023 10:55,-38.211941,149.326626,345.1,1,37377003,Nemadactylus macropterus,Jackass Morwong,326,FL,605,,
IN2023_V05,tissue,10083825,B1-2H,IN2023_V05_188,22/07/2023 10:55,-38.211941,149.326626,345.1,9,37377003,Nemadactylus macropterus,Jackass Morwong,321,FL,540,,
IN2023_V05,tissue,10083848,B1-3H,IN2023_V05_188,22/07/2023 10:55,-38.211941,149.326626,345.1,7,37377003,Nemadactylus macropterus,Jackass Morwong,334,FL,600,,
IN2023_V05,tissue,10083852,B1-4H,IN2023_V05_188,22/07/2023 10:55,-38.211941,149.326626,345.1,3,37377003,Nemadactylus macropterus,Jackass Morwong,340,FL,775,,
IN2023_V05,tissue,10083853,B1-5H,IN2023_V05_188,22/07/2023 10:55,-38.211941,149.326626,345.1,2,37377003,Nemadactylus macropterus,Jackass Morwong,364,FL,730,,
IN2023_V05,tissue,10083859,B1-6H,IN2023_V05_188,22/07/2023 10:55,-38.211941,149.326626,345.1,8,37377003,Nemadactylus macropterus,Jackass Morwong,347,FL,720,,
IN2023_V05,tissue,10083878,B1-7H,IN2023_V05_188,22/07/2023 10:55,-38.211941,149.326626,345.1,10,37377003,Nemadactylus macropterus,Jackass Morwong,350,FL,765,,
IN2023_V05,tissue,10083883,B1-8H,IN2023_V05_188,22/07/2023 10:55,-38.211941,149.326626,345.1,4,37377003,Nemadactylus macropterus,Jackass Morwong,366,FL,830,,
IN2023_V05,tissue,10083885,B1-9H,IN2023_V05_188,22/07/2023 10:55,-38.211941,149.326626,345.1,5,37377003,Nemadactylus macropterus,Jackass Morwong,327,FL,585,,
IN2023_V05,tissue,10084397,B1-10H,IN2023_V05_188,22/07/2023 10:55,-38.211941,149.326626,345.1,6,37377003,Nemadactylus macropterus,Jackass Morwong,393,FL,960,,
IN2023_V05,tissue,10083841,B1-1I,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,8,37377003,Nemadactylus macropterus,Jackass Morwong,326,FL,528,,
IN2023_V05,tissue,10083862,B1-2I,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,7,37377003,Nemadactylus macropterus,Jackass Morwong,345,FL,646,,
IN2023_V05,tissue,10083881,B1-3I,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,9,37377003,Nemadactylus macropterus,Jackass Morwong,259,FL,294,,
IN2023_V05,tissue,10083884,B1-4I,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,4,37377003,Nemadactylus macropterus,Jackass Morwong,337,FL,582,,
IN2023_V05,tissue,10083887,B1-5I,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,3,37377003,Nemadactylus macropterus,Jackass Morwong,306,FL,496,,
IN2023_V05,tissue,10083892,B1-6I,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,10,37377003,Nemadactylus macropterus,Jackass Morwong,317,FL,484,,
IN2023_V05,tissue,10083914,B1-7I,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,2,37377003,Nemadactylus macropterus,Jackass Morwong,341,FL,608,,
IN2023_V05,tissue,10083919,B1-8I,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,1,37377003,Nemadactylus macropterus,Jackass Morwong,316,FL,490,,
IN2023_V05,tissue,10084262,B1-9I,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,6,37377003,Nemadactylus macropterus,Jackass Morwong,336,FL,664,,
IN2023_V05,tissue,10084391,B1-10I,IN2023_V05_187,22/07/2023 7:30,-38.204931,149.304733,300.9,5,37377003,Nemadactylus macropterus,Jackass Morwong,284,FL,424,,
IN2024_V03,muscle,10091080,B1-1J,IN2024_V03_076,9/05/2024 14:46,-39.537952,148.678491,108.1,10,37377003,Nemadactylus macropterus,Jackass Morwong,229,FL,22,F,
IN2024_V03,muscle,10091082,B1-2J,IN2024_V03_076,9/05/2024 14:46,-39.537952,148.678491,108.1,8,37377003,Nemadactylus macropterus,Jackass Morwong,225,FL,22,M,
IN2024_V03,muscle,10091083,B1-3J,IN2024_V03_076,9/05/2024 14:46,-39.537952,148.678491,108.1,7,37377003,Nemadactylus macropterus,Jackass Morwong,249,FL,21,M,
IN2024_V03,muscle,10091084,B1-4J,IN2024_V03_076,9/05/2024 14:46,-39.537952,148.678491,108.1,9,37377003,Nemadactylus macropterus,Jackass Morwong,252,FL,22,F,
IN2024_V03,muscle,10091125,B1-5J,IN2024_V03_076,9/05/2024 14:46,-39.537952,148.678491,108.1,2,37377003,Nemadactylus macropterus,Jackass Morwong,200,FL,174,F,
IN2024_V03,muscle,10091126,B1-6J,IN2024_V03_076,9/05/2024 14:46,-39.537952,148.678491,108.1,4,37377003,Nemadactylus macropterus,Jackass Morwong,251,FL,315,F,
IN2024_V03,muscle,10091153,B1-7J,IN2024_V03_076,9/05/2024 14:46,-39.537952,148.678491,108.1,1,37377003,Nemadactylus macropterus,Jackass Morwong,229,FL,252,F,
IN2024_V03,muscle,10091202,B1-8J,IN2024_V03_076,9/05/2024 14:46,-39.537952,148.678491,108.1,5,37377003,Nemadactylus macropterus,Jackass Morwong,240,FL,224,F,
IN2024_V03,muscle,10091266,B1-9J,IN2024_V03_072,9/05/2024 6:55,-39.487866,148.568563,53.91,7,37377003,Nemadactylus macropterus,Jackass Morwong,254,FL,282,,
IN2024_V03,muscle,10091274,B1-10J,IN2024_V03_072,9/05/2024 6:55,-39.487866,148.568563,53.91,6,37377003,Nemadactylus macropterus,Jackass Morwong,193,FL,128,,
IN2024_V03,muscle,10091365,B2-1A,IN2024_V03_072,9/05/2024 6:55,-39.487866,148.568563,53.91,5,37377003,Nemadactylus macropterus,Jackass Morwong,205,FL,134,,
IN2024_V03,muscle,10091416,B2-2A,IN2024_V03_072,9/05/2024 6:55,-39.487866,148.568563,53.91,10,37377003,Nemadactylus macropterus,Jackass Morwong,208,FL,148,,
IN2024_V03,muscle,10091848,B2-3A,IN2024_V03_072,9/05/2024 6:55,-39.487866,148.568563,53.91,2,37377003,Nemadactylus macropterus,Jackass Morwong,217,FL,162,,
IN2024_V03,muscle,10091879,B2-4A,IN2024_V03_072,9/05/2024 6:55,-39.487866,148.568563,53.91,9,37377003,Nemadactylus macropterus,Jackass Morwong,223,FL,188,,
IN2024_V03,muscle,10091078,B2-5A,IN2024_V03_075,9/05/2024 11:30,-39.469257,148.552751,51.57,5,37377003,Nemadactylus macropterus,Jackass Morwong,237,FL,220,F,
IN2024_V03,muscle,10091163,B2-6A,IN2024_V03_075,9/05/2024 11:30,-39.469257,148.552751,51.57,10,37377003,Nemadactylus macropterus,Jackass Morwong,220,FL,168,F,
IN2024_V03,muscle,10091168,B2-7A,IN2024_V03_075,9/05/2024 11:30,-39.469257,148.552751,51.57,6,37377003,Nemadactylus macropterus,Jackass Morwong,301,FL,432,F,
IN2024_V03,muscle,10091169,B2-8A,IN2024_V03_075,9/05/2024 11:30,-39.469257,148.552751,51.57,8,37377003,Nemadactylus macropterus,Jackass Morwong,315,FL,520,F,
IN2024_V03,muscle,10091170,B2-9A,IN2024_V03_075,9/05/2024 11:30,-39.469257,148.552751,51.57,9,37377003,Nemadactylus macropterus,Jackass Morwong,203,FL,134,F,
IN2024_V03,muscle,10091233,B2-10A,IN2024_V03_075,9/05/2024 11:30,-39.469257,148.552751,51.57,1,37377003,Nemadactylus macropterus,Jackass Morwong,216,FL,164,M,
IN2024_V03,muscle,10091485,B2-1B,IN2024_V03_075,9/05/2024 11:30,-39.469257,148.552751,51.57,2,37377003,Nemadactylus macropterus,Jackass Morwong,240,FL,212,F,
IN2024_V03,muscle,10091514,B2-2B,IN2024_V03_075,9/05/2024 11:30,-39.469257,148.552751,51.57,4,37377003,Nemadactylus macropterus,Jackass Morwong,240,FL,232,F,
IN2024_V03,muscle,10091515,B2-3B,IN2024_V03_075,9/05/2024 11:30,-39.469257,148.552751,51.57,3,37377003,Nemadactylus macropterus,Jackass Morwong,206,FL,158,F,
IN2023_V05,tissue,10081559,B2-4B,IN2023_V05_043,4/07/2023 10:08,-39.29805,148.65133,314.7,10,37377003,Nemadactylus macropterus,Jackass Morwong,281,FL,434,F,
IN2023_V05,tissue,10081633,B2-5B,IN2023_V05_043,4/07/2023 10:08,-39.29805,148.65133,314.7,5,37377003,Nemadactylus macropterus,Jackass Morwong,387,FL,980,F,
IN2023_V05,tissue,10081662,B2-6B,IN2023_V05_043,4/07/2023 10:08,-39.29805,148.65133,314.7,2,37377003,Nemadactylus macropterus,Jackass Morwong,372,FL,915,F,
IN2023_V05,tissue,10081663,B2-7B,IN2023_V05_043,4/07/2023 10:08,-39.29805,148.65133,314.7,8,37377003,Nemadactylus macropterus,Jackass Morwong,340,FL,743,F,
IN2023_V05,tissue,10081694,B2-8B,IN2023_V05_043,4/07/2023 10:08,-39.29805,148.65133,314.7,3,37377003,Nemadactylus macropterus,Jackass Morwong,365,FL,852,M,
IN2023_V05,tissue,10081719,B2-9B,IN2023_V05_043,4/07/2023 10:08,-39.29805,148.65133,314.7,7,37377003,Nemadactylus macropterus,Jackass Morwong,344,FL,806,F,
IN2023_V05,tissue,10081721,B2-10B,IN2023_V05_043,4/07/2023 10:08,-39.29805,148.65133,314.7,4,37377003,Nemadactylus macropterus,Jackass Morwong,325,FL,636,F,
IN2023_V05,tissue,10081722,B2-1C,IN2023_V05_043,4/07/2023 10:08,-39.29805,148.65133,314.7,1,37377003,Nemadactylus macropterus,Jackass Morwong,373,FL,904,F,
IN2023_V05,tissue,10081727,B2-2C,IN2023_V05_043,4/07/2023 10:08,-39.29805,148.65133,314.7,9,37377003,Nemadactylus macropterus,Jackass Morwong,336,FL,686,F,
IN2023_V05,tissue,10081856,B2-3C,IN2023_V05_043,4/07/2023 10:08,-39.29805,148.65133,314.7,6,37377003,Nemadactylus macropterus,Jackass Morwong,359,FL,826,M,
IN2024_V03,muscle,10089425,B2-4C,IN2024_V03_045,6/05/2024 12:44,-40.680163,148.739391,81.04,3,37377003,Nemadactylus macropterus,Jackass Morwong,206,FL,142,,
IN2024_V03,muscle,10091102,B2-5C,IN2024_V03_056,7/05/2024 12:04,-40.58287,148.7187,57.49,7,37377003,Nemadactylus macropterus,Jackass Morwong,205,FL,148,F,
IN2024_V03,muscle,10086122,B2-67,IN2024_V03_045,6/05/2024 12:44,-40.680163,148.739391,81.04,1,37377003,Nemadactylus macropterus,Jackass Morwong,233,FL,178,,
IN2024_V03,muscle,10090200,B2-7C,IN2024_V03_047,6/05/2024 16:11,-40.57104,148.795779,116.4,4,37377003,Nemadactylus macropterus,Jackass Morwong,239,FL,238,M,
IN2024_V03,muscle,10089393,B2-8C,IN2024_V03_045,6/05/2024 12:44,-40.680163,148.739391,81.04,8,37377003,Nemadactylus macropterus,Jackass Morwong,240,FL,240,,
IN2024_V03,muscle,10090653,B2-9C,IN2024_V03_053,7/05/2024 6:50,-40.594909,148.714739,58.52,10,37377003,Nemadactylus macropterus,Jackass Morwong,248,FL,248,,
IN2024_V03,muscle,10091154,B2-10C,IN2024_V03_066,8/05/2024 16:24,-40.333214,148.761691,83.55,1,37377003,Nemadactylus macropterus,Jackass Morwong,236,FL,251,M,
IN2024_V03,muscle,10091175,B2-1D,IN2024_V03_056,7/05/2024 12:04,-40.58287,148.7187,57.49,8,37377003,Nemadactylus macropterus,Jackass Morwong,247,FL,262,F,
IN2024_V03,muscle,10089424,B2-2D,IN2024_V03_045,6/05/2024 12:44,-40.680163,148.739391,81.04,6,37377003,Nemadactylus macropterus,Jackass Morwong,254,FL,268,,
IN2024_V03,muscle,10089987,B2-3D,IN2024_V03_043,6/05/2024 6:55,-40.628374,148.679936,62.5,8,37377003,Nemadactylus macropterus,Jackass Morwong,250,FL,270,,
IN2024_V03,muscle,10090623,B2-4D,IN2024_V03_053,7/05/2024 6:50,-40.594909,148.714739,58.52,3,37377003,Nemadactylus macropterus,Jackass Morwong,251,FL,278,,
IN2024_V03,muscle,10089503,B2-5D,IN2024_V03_045,6/05/2024 12:44,-40.680163,148.739391,81.04,4,37377003,Nemadactylus macropterus,Jackass Morwong,262,FL,308,,
IN2024_V03,muscle,10089504,B2-6D,IN2024_V03_045,6/05/2024 12:44,-40.680163,148.739391,81.04,10,37377003,Nemadactylus macropterus,Jackass Morwong,279,FL,352,,
IN2024_V03,muscle,10091070,B2-7D,IN2024_V03_056,7/05/2024 12:04,-40.58287,148.7187,57.49,10,37377003,Nemadactylus macropterus,Jackass Morwong,276,FL,354,F,
IN2024_V03,muscle,10089929,B2-8D,IN2024_V03_043,6/05/2024 6:55,-40.628374,148.679936,62.5,1,37377003,Nemadactylus macropterus,Jackass Morwong,258,FL,356,,
IN2024_V03,muscle,10090605,B2-9D,IN2024_V03_053,7/05/2024 6:50,-40.594909,148.714739,58.52,4,37377003,Nemadactylus macropterus,Jackass Morwong,281,FL,406,,
IN2024_V03,muscle,10091150,B2-10D,IN2024_V03_066,8/05/2024 16:24,-40.333214,148.761691,83.55,2,37377003,Nemadactylus macropterus,Jackass Morwong,285,FL,414,F,
IN2024_V03,muscle,10089896,B2-1E,IN2024_V03_043,6/05/2024 6:55,-40.628374,148.679936,62.5,3,37377003,Nemadactylus macropterus,Jackass Morwong,290,FL,430,,
IN2024_V03,muscle,10089610,B2-2E,IN2024_V03_043,6/05/2024 6:55,-40.628374,148.679936,62.5,7,37377003,Nemadactylus macropterus,Jackass Morwong,295,FL,438,,
IN2024_V03,muscle,10089673,B2-3E,IN2024_V03_043,6/05/2024 6:55,-40.628374,148.679936,62.5,2,37377003,Nemadactylus macropterus,Jackass Morwong,297,FL,490,,
