SPCODE,SCIENTIFIC_NAME,COMMON_NAME,OPER_ID,VOYAGE_ID,SITE_ID,SPECIES_BARCODE,WEIGHT_G,LENGTH_MM,SEX,SEX_CODE,OTOLITH,OTOLITH_COMMENT,GONAD,TISSUE,STOMACH,HINDGUT,BIOLOGICALS_COMMENTS,FISH_COMMENTS,Species_size
37287001,Helicolenus percoides,Reef Ocean Perch,79,IN2023_V05,N39.1,10070737,34,120,(null),(null),(null),(null),(null),(null),10082573,(null),BAGGED WHOLE,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,79,IN2023_V05,N39.1,10070737,12,94,(null),(null),(null),(null),(null),(null),10082567,(null),BAGGED WHOLE,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,79,IN2023_V05,N39.1,10070737,62,161,(null),(null),(null),(null),(null),(null),10082452,(null),BAGGED WHOLE,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,79,IN2023_V05,N39.1,10070737,42,140,(null),(null),(null),(null),(null),(null),10082539,(null),BAGGED WHOLE,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,79,IN2023_V05,N39.1,10070737,26,124,(null),(null),(null),(null),(null),(null),10082570,(null),BAGGED WHOLE,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,79,IN2023_V05,N39.1,10070737,42,134,(null),(null),(null),(null),(null),(null),10082569,(null),BAGGED WHOLE,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,79,IN2023_V05,N39.1,10070737,18,103,(null),(null),(null),(null),(null),(null),10082537,(null),BAGGED WHOLE,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,79,IN2023_V05,N39.1,10070737,16,107,(null),(null),(null),(null),(null),(null),10082606,(null),BAGGED WHOLE,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,79,IN2023_V05,N39.1,10070737,20,110,(null),(null),(null),(null),(null),(null),10082607,(null),BAGGED WHOLE,(null),Helicolenus percoides
37330014,Sillago flindersi,Eastern School Whiting,79,IN2023_V05,N39.1,10070739,32,152,M,(null),(null),IN TISSUE PACKET,10083219,10083243,10083249,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,79,IN2023_V05,N39.1,10070739,34,155,F,(null),(null),IN TISSUE PACKET,10083213,10083183,10083246,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,79,IN2023_V05,N39.1,10070739,64,200,F,(null),(null),IN TISSUE PACKET,10082596,10082564,10082533,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,79,IN2023_V05,N39.1,10070739,36,159,F,(null),(null),IN TISSUE PACKET,10082593,10082594,10082550,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,79,IN2023_V05,N39.1,10070739,30,146,M,(null),(null),IN TISSUE PACKET,10082535,10082582,10082552,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,79,IN2023_V05,N39.1,10070739,30,147,M,(null),(null),IN TISSUE PACKET,10082592,10082600,10082523,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,79,IN2023_V05,N39.1,10070739,38,157,F,(null),(null),IN TISSUE PACKET,10082520,10082534,10082563,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,79,IN2023_V05,N39.1,10070739,32,144,M,(null),(null),IN TISSUE PACKET,10082595,10082580,10082532,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,79,IN2023_V05,N39.1,10070739,26,141,M,(null),(null),IN TISSUE PACKET,10082565,10082562,10083247,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,79,IN2023_V05,N39.1,10070739,26,143,F,(null),(null),IN TISSUE PACKET,10083214,10083184,10082566,(null),(null),(null),Sillago flindersi
37296001,Platycephalus richardsoni,Tiger Flathead,81,IN2023_V05,N39.3,10070757,628,449,F,(null),(null),IN TISSUE PACKET,10083125,10083152,10083159,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,81,IN2023_V05,N39.3,10070757,310,353,F,(null),(null),IN TISSUE PACKET,10083099,10083096,10083239,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,81,IN2023_V05,N39.3,10070757,527,309,F,(null),(null),IN TISSUE PACKET,10083126,10083155,10083156,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,81,IN2023_V05,N39.3,10070757,88,241,F,(null),(null),IN TISSUE PACKET,10083123,10083092,10083153,(null),(null),(null),Platycephalus richardsoni_sm
37296001,Platycephalus richardsoni,Tiger Flathead,81,IN2023_V05,N39.3,10070757,52,205,immature,(null),(null),IN TISSUE PACKET,10083129,10083094,10083097,(null),(null),(null),Platycephalus richardsoni_sm
37296001,Platycephalus richardsoni,Tiger Flathead,81,IN2023_V05,N39.3,10070757,128,258,F,(null),(null),IN TISSUE PACKET,10083044,10083095,10083127,(null),(null),(null),Platycephalus richardsoni_sm
37296001,Platycephalus richardsoni,Tiger Flathead,81,IN2023_V05,N39.3,10070757,339,339,F,(null),(null),IN TISSUE PACKET,10083074,10083079,10083014,(null),(null),check length weight measurements against expected relationship,Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,81,IN2023_V05,N39.3,10070757,224,290,F,(null),(null),IN TISSUE PACKET,10083049,10083019,10083093,(null),(null),(null),Platycephalus richardsoni_sm
37296001,Platycephalus richardsoni,Tiger Flathead,81,IN2023_V05,N39.3,10070757,150,278,M,(null),(null),IN TISSUE PACKET,10083221,10083231,10083251,(null),(null),(null),Platycephalus richardsoni_sm
37296001,Platycephalus richardsoni,Tiger Flathead,81,IN2023_V05,N39.3,10070757,70,219,immature,(null),(null),IN TISSUE PACKET,10083269,10083122,10083157,(null),(null),(null),Platycephalus richardsoni_sm
37445006,Seriolella punctata,Silver Warehou,81,IN2023_V05,N39.3,10070768,106,202,immature,(null),(null),IN TISSUE PACKET,10083260,10083209,10083091,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,81,IN2023_V05,N39.3,10070768,90,191,immature,(null),(null),IN TISSUE PACKET,10083268,10083230,10083238,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,81,IN2023_V05,N39.3,10070768,222,208,f,(null),(null),IN TISSUE PACKET,10083229,10083259,10083199,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,81,IN2023_V05,N39.3,10070768,97,194,f,(null),(null),IN TISSUE PACKET,10083237,10083267,10083207,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,81,IN2023_V05,N39.3,10070768,114,195,f,(null),(null),IN TISSUE PACKET,10083150,10083265,10083120,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,81,IN2023_V05,N39.3,10070768,100,187,immature,(null),(null),IN TISSUE PACKET,10083228,10083200,10083208,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,81,IN2023_V05,N39.3,10070768,93,190,(null),(null),(null),IN TISSUE PACKET,10083121,10083266,10083151,(null),(null),(null),Seriolella punctata
37439002,Rexea solandri,Gemfish,81,IN2023_V05,N39.3,10070779,108,254,m,(null),(null),IN TISSUE PACKET,10083263,10083206,10083203,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,81,IN2023_V05,N39.3,10070779,102,251,u,(null),(null),IN TISSUE PACKET,10083254,10083257,10083194,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,81,IN2023_V05,N39.3,10070779,109,254,m,(null),(null),IN TISSUE PACKET,10083223,10083205,10083218,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,81,IN2023_V05,N39.3,10070779,101,244,f,(null),(null),IN TISSUE PACKET,10083244,10083220,10083248,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,81,IN2023_V05,N39.3,10070779,211,262,m,(null),(null),IN TISSUE PACKET,10083174,10083139,10083109,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,81,IN2023_V05,N39.3,10070779,132,267,m,(null),(null),IN TISSUE PACKET,10083169,10083145,10083115,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,81,IN2023_V05,N39.3,10070779,127,264,f,(null),(null),IN TISSUE PACKET,10083187,10083188,10083190,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,81,IN2023_V05,N39.3,10070779,106,248,m,(null),(null),IN TISSUE PACKET,10083217,10083253,10083193,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,81,IN2023_V05,N39.3,10070779,100,239,u,(null),(null),IN TISSUE PACKET,10083202,10083224,10083235,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,81,IN2023_V05,N39.3,10070779,107,244,m,(null),(null),IN TISSUE PACKET,10083227,10083233,10083197,(null),(null),(null),Rexea solandri
37465006,Nelusetta ayraud,Ocean Jacket,81,IN2023_V05,N39.3,10070793,36,146,(null),(null),(null),(null),(null),10083114,10083144,(null),(null),(null),Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,81,IN2023_V05,N39.3,10070793,74,188,(null),(null),(null),(null),(null),10083168,10083138,(null),(null),(null),Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,81,IN2023_V05,N39.3,10070793,78,188,(null),(null),(null),(null),(null),10083161,10083108,(null),(null),(null),Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,81,IN2023_V05,N39.3,10070793,90,200,(null),(null),(null),(null),(null),10083158,10083131,(null),(null),(null),Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,81,IN2023_V05,N39.3,10070793,78,195,(null),(null),(null),(null),(null),10083128,10083160,(null),(null),(null),Nelusetta ayraud
37465006,Nelusetta ayraud,Ocean Jacket,81,IN2023_V05,N39.3,10070793,80,189,(null),(null),(null),(null),(null),10083130,10083100,(null),(null),(null),Nelusetta ayraud
37287001,Helicolenus percoides,Reef Ocean Perch,81,IN2023_V05,N39.3,10070782,63,148,(null),(null),(null),(null),(null),(null),10083067,(null),whole fish,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,81,IN2023_V05,N39.3,10070782,44,130,(null),(null),(null),(null),(null),(null),10083007,(null),whole fish,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,81,IN2023_V05,N39.3,10070782,25,107,(null),(null),(null),(null),(null),(null),10083033,(null),whole fish,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,81,IN2023_V05,N39.3,10070782,195,216,(null),(null),(null),(null),(null),10083241,10083211,(null),(null),(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,81,IN2023_V05,N39.3,10070782,49,145,(null),(null),(null),(null),(null),(null),10083009,(null),whole fish,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,81,IN2023_V05,N39.3,10070782,40,135,(null),(null),(null),(null),(null),(null),10083063,(null),whole fish,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,81,IN2023_V05,N39.3,10070782,28,120,(null),(null),(null),(null),(null),(null),10083036,(null),whole fish,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,81,IN2023_V05,N39.3,10070782,52,150,(null),(null),(null),(null),(null),(null),10083062,(null),whole fish,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,81,IN2023_V05,N39.3,10070782,47,141,(null),(null),(null),(null),(null),(null),10083002,(null),whole fish,(null),Helicolenus percoides
37287001,Helicolenus percoides,Reef Ocean Perch,81,IN2023_V05,N39.3,10070782,49,146,(null),(null),(null),(null),(null),(null),10083032,(null),whole fish,(null),Helicolenus percoides
37330014,Sillago flindersi,Eastern School Whiting,81,IN2023_V05,N39.3,10070803,45,160,f,(null),(null),IN TISSUE PACKET,10083356,10083329,10083037,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,81,IN2023_V05,N39.3,10070803,90,205,m,(null),(null),IN TISSUE PACKET,10083232,10083196,10083262,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,81,IN2023_V05,N39.3,10070803,56,170,m,(null),(null),IN TISSUE PACKET,10083204,10083250,10083353,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,81,IN2023_V05,N39.3,10070803,74,196,f,(null),(null),IN TISSUE PACKET,10083225,10083201,10083252,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,81,IN2023_V05,N39.3,10070803,56,173,m,(null),(null),IN TISSUE PACKET,10083245,10083192,10083185,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,81,IN2023_V05,N39.3,10070803,96,207,m,(null),(null),IN TISSUE PACKET,10083195,10083255,10083222,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,81,IN2023_V05,N39.3,10070803,38,152,f,(null),(null),IN TISSUE PACKET,10083261,10083234,10083191,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,81,IN2023_V05,N39.3,10070803,53,173,m,(null),(null),IN TISSUE PACKET,10083226,10083299,10083256,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,81,IN2023_V05,N39.3,10070803,48,158,m,(null),(null),IN TISSUE PACKET,10083182,10083212,10083359,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,81,IN2023_V05,N39.3,10070803,50,167,f,(null),(null),IN TISSUE PACKET,10081108,10083186,10083242,(null),(null),(null),Sillago flindersi
37296001,Platycephalus richardsoni,Tiger Flathead,87,IN2023_V05,N41.3,10070807,458,384,m,(null),(null),in with tissue,10082989,10082953,10082983,(null),(null),(null),Platycephalus richardsoni_lg
37445006,Seriolella punctata,Silver Warehou,87,IN2023_V05,N41.3,10070817,120,198,m,(null),(null),in with tissue,10082935,10082965,10082998,(null),shot1,(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,87,IN2023_V05,N41.3,10070817,108,201,f,(null),(null),in with tissue,10082938,10082968,10082995,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,87,IN2023_V05,N41.3,10070817,117,210,m,(null),(null),in with tissue,10082833,10082992,10082893,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,87,IN2023_V05,N41.3,10070817,112,200,m,(null),(null),in with tissue,10082962,10082933,10082924,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,87,IN2023_V05,N41.3,10070817,127,214,m,(null),(null),in with tissue,10082972,10082960,10082930,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,87,IN2023_V05,N41.3,10070817,109,203,m,(null),(null),in with tissue,10082990,10082863,10082963,(null),(null),(null),Seriolella punctata
37439002,Rexea solandri,Gemfish,87,IN2023_V05,N41.3,10070818,122,272,m,(null),(null),in with tissue,10082945,10082923,10082961,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,87,IN2023_V05,N41.3,10070818,116,262,m,(null),(null),in with tissue,10082958,10082931,10082988,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,87,IN2023_V05,N41.3,10070818,115,268,m,(null),(null),in with tissue,10082982,10082928,10082922,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,87,IN2023_V05,N41.3,10070818,104,257,m,(null),(null),in with tissue,10082959,10082956,10083179,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,87,IN2023_V05,N41.3,10070818,101,256,m,(null),(null),in with tissue,10083177,10083119,10083010,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,87,IN2023_V05,N41.3,10070818,96,250,m,(null),(null),in with tissue,10082954,10082929,10082984,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,87,IN2023_V05,N41.3,10070818,118,275,f,(null),(null),in with tissue,10083149,10082952,10083064,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,87,IN2023_V05,N41.3,10070818,117,273,f,(null),(null),in with tissue,10083040,10083034,10083070,(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,87,IN2023_V05,N41.3,10070818,79,235,m,(null),(null),in with tissue,10083031,10083061,10083113,(null),(null),(null),Rexea solandri
37330014,Sillago flindersi,Eastern School Whiting,88,IN2023_V05,N41.1,10070835,46,168,m,(null),(null),in with tissue,10083167,10083011,10083071,(null),shot2,(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,88,IN2023_V05,N41.1,10070835,38,158,f,(null),(null),in with tissue,10083039,10083065,10083035,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,88,IN2023_V05,N41.1,10070835,48,164,m,(null),(null),in with tissue,10083068,10083005,10083038,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,88,IN2023_V05,N41.1,10070835,50,171,m,(null),(null),in with tissue,10082947,10082978,10082977,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,88,IN2023_V05,N41.1,10070835,42,159,f,(null),(null),in with tissue,10082950,10082917,10082920,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,88,IN2023_V05,N41.1,10070835,52,171,m,(null),(null),in with tissue,10082980,10082926,10082948,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,88,IN2023_V05,N41.1,10070835,56,188,f,(null),(null),in with tissue,10082918,10082986,10080670,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,88,IN2023_V05,N41.1,10070835,60,189,f,(null),(null),in with tissue,10082910,10082914,10082940,(null),(null),(null),Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,88,IN2023_V05,N41.1,10070835,212,212,f,(null),(null),in with tissue,10082921,10082951,10082944,(null),(null),check length weight measurements against expected relationship,Sillago flindersi
37330014,Sillago flindersi,Eastern School Whiting,88,IN2023_V05,N41.1,10070835,80,212,m,(null),(null),in with tissue,10080643,10080757,10080787,(null),(null),(null),Sillago flindersi
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,88,IN2023_V05,N41.1,10070822,522,355,f,F,(null),(null),(null),10082941,10082971,(null),(null),(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,88,IN2023_V05,N41.1,10070822,524,386,f,F,(null),(null),(null),10083058,10082911,(null),(null),(null),Urolophus paucimaculatus
37445006,Seriolella punctata,Silver Warehou,88,IN2023_V05,N41.1,10070821,126,235,f,(null),(null),in with tissue,10082943,10083088,10082973,(null),(null),(null),Seriolella punctata
37439002,Rexea solandri,Gemfish,43,IN2023_V05,N7.2,10070385,350,387,m,M,10081449,(null),10081418,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,43,IN2023_V05,N7.2,10070385,125,278,f,F,10081416,(null),10081424,(null),(null),(null),immature,(null),Rexea solandri
37439002,Rexea solandri,Gemfish,43,IN2023_V05,N7.2,10070385,122,268,u,U,10081393,(null),10081476,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,43,IN2023_V05,N7.2,10070385,331,375,u,U,10081483,(null),10081423,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,43,IN2023_V05,N7.2,10070385,358,386,f,F,10081604,(null),10081479,(null),(null),(null),immature,(null),Rexea solandri
37439002,Rexea solandri,Gemfish,43,IN2023_V05,N7.2,10070385,98,258,u,U,10081422,(null),10081392,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,43,IN2023_V05,N7.2,10070385,109,263,u,U,10081790,(null),10081843,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,43,IN2023_V05,N7.2,10070385,160,295,u,U,10081815,(null),10081760,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,43,IN2023_V05,N7.2,10070385,370,390,m,M,10081847,(null),10081785,(null),(null),(null),immature,(null),Rexea solandri
37439002,Rexea solandri,Gemfish,43,IN2023_V05,N7.2,10070385,115,272,u,U,10081755,(null),10081813,(null),(null),(null),(null),(null),Rexea solandri
37296001,Platycephalus richardsoni,Tiger Flathead,46,IN2023_V05,N7.3,10070390,278,330,m,M,10081783,(null),10081782,10081842,10081399,(null),start op 46,(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,46,IN2023_V05,N7.3,10070390,538,407,f,F,10081459,(null),10081512,10081429,10081488,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,46,IN2023_V05,N7.3,10070390,304,358,m,M,10081457,(null),10081615,10081397,10081427,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,46,IN2023_V05,N7.3,10070390,182,301,f,F,10081817,(null),10081452,10081729,10081789,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,46,IN2023_V05,N7.3,10070390,512,422,f,F,10081482,(null),10081400,10081460,10081456,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,46,IN2023_V05,N7.3,10070390,556,424,f,F,10081430,(null),10081490,10081395,10081486,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,46,IN2023_V05,N7.3,10070390,580,428,f,F,10081131,(null),10081715,10081654,10081425,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,46,IN2023_V05,N7.3,10070390,558,442,f,F,10081713,(null),10081685,10081683,10081485,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,46,IN2023_V05,N7.3,10070390,508,415,f,F,10081426,(null),10081487,10081819,10081396,(null),(null),(null),Platycephalus richardsoni_lg
37296001,Platycephalus richardsoni,Tiger Flathead,46,IN2023_V05,N7.3,10070390,674,443,f,F,10081752,(null),10081787,10081849,10081812,(null),(null),(null),Platycephalus richardsoni_lg
37439002,Rexea solandri,Gemfish,46,IN2023_V05,N7.3,10070398,95,262,u,U,10081602,(null),10081542,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,46,IN2023_V05,N7.3,10070398,109,259,u,U,10081475,(null),10081478,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,46,IN2023_V05,N7.3,10070398,143,286,u,U,10081710,(null),10081714,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,46,IN2023_V05,N7.3,10070398,116,265,u,U,10081684,(null),10081621,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,46,IN2023_V05,N7.3,10070398,125,273,u,U,10081650,(null),10081620,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,46,IN2023_V05,N7.3,10070398,125,271,u,U,10081572,(null),10081603,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,46,IN2023_V05,N7.3,10070398,140,281,u,U,10081543,(null),10081513,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,46,IN2023_V05,N7.3,10070398,104,257,u,U,10081574,(null),10081544,(null),(null),(null),(null),(null),Rexea solandri
37439002,Rexea solandri,Gemfish,46,IN2023_V05,N7.3,10070398,105,248,u,U,10081514,(null),10081608,(null),(null),(null),(null),(null),Rexea solandri
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,46,IN2023_V05,N7.3,10070392,318,331,f,F,(null),(null),(null),10081609,10081573,(null),developing eggs,(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,46,IN2023_V05,N7.3,10070392,228,297,f,F,(null),(null),(null),10081579,10081578,(null),developing eggs,(null),Urolophus paucimaculatus
37038004,Urolophus paucimaculatus,Sparsely-spotted Stingaree,46,IN2023_V05,N7.3,10070392,280,302,m,M,(null),(null),(null),10081548,10081518,(null),(null),(null),Urolophus paucimaculatus
37445006,Seriolella punctata,Silver Warehou,46,IN2023_V05,N7.3,10070425,160,225,(null),(null),10081661,(null),10081631,10081538,10081618,(null),(null),(null),Seriolella punctata
37445006,Seriolella punctata,Silver Warehou,46,IN2023_V05,N7.3,10070425,142,217,(null),(null),10081594,(null),10081537,10081567,10081597,(null),(null),(null),Seriolella punctata
37227001,Macruronus novaezelandiae,Blue Grenadier,53,IN2023_V05,N9.1,10070434,316,456,(null),(null),(null),(null),(null),10081735,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,53,IN2023_V05,N9.1,10070434,340,487,(null),(null),(null),(null),(null),10081649,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,53,IN2023_V05,N9.1,10070434,278,451,(null),(null),(null),(null),(null),10081679,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,53,IN2023_V05,N9.1,10070434,300,460,(null),(null),(null),(null),(null),10081644,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,53,IN2023_V05,N9.1,10070434,292,442,(null),(null),(null),(null),(null),10081674,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,53,IN2023_V05,N9.1,10070434,170,378,(null),(null),(null),(null),(null),10081704,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,53,IN2023_V05,N9.1,10070434,96,308,(null),(null),(null),(null),(null),10081734,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,53,IN2023_V05,N9.1,10070434,284,447,(null),(null),(null),(null),(null),10081443,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,53,IN2023_V05,N9.1,10070434,256,436,(null),(null),(null),(null),(null),10081739,(null),(null),(null),(null),Macruronus novaezelandiae
37227001,Macruronus novaezelandiae,Blue Grenadier,53,IN2023_V05,N9.1,10070434,1578,835,(null),(null),(null),(null),(null),10081655,(null),(null),(null),(null),Macruronus novaezelandiae
37228002,Genypterus blacodes,Pink Ling,53,IN2023_V05,N9.1,10070446,1200,680,f,(null),(null),in tissue bag,10082277,10081672,10082147,(null),(null),(null),Genypterus blacodes
37228002,Genypterus blacodes,Pink Ling,53,IN2023_V05,N9.1,10070446,1535,650,f,(null),(null),in tissue bag,10081705,10081736,10081437,(null),(null),(null),Genypterus blacodes
37228002,Genypterus blacodes,Pink Ling,53,IN2023_V05,N9.1,10070446,1253,705,f,(null),(null),in tissue bag,10081646,10081731,10082314,(null),(null),(null),Genypterus blacodes
37228002,Genypterus blacodes,Pink Ling,53,IN2023_V05,N9.1,10070446,751,620,f,(null),(null),in tissue bag,10081706,10082212,10082219,(null),(null),(null),Genypterus blacodes
37228002,Genypterus blacodes,Pink Ling,53,IN2023_V05,N9.1,10070446,721,648,m,(null),(null),in tissue bag,10081671,10082255,10082237,(null),(null),(null),Genypterus blacodes
