SPCODE,SITE_ID,LENGTH_MM,TISSUE,BIOLOGICALS_COMMENTS,SCIENTIFIC_NAME,COMMON_NAME
37227001,N9.3,792,10082058,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.3,812,10082089,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.3,326,10082059,(null),Macruronus novaezelandiae,Blue Grenadier
37227001,N9.3,712,10082120,(null),Macruronus novaezelandiae,Blue Grenadier
37439002,N9.3,421,NA,(null),Rexea solandri,Gemfish
37439002,N9.3,277,NA,(null),Rexea solandri,Gemfish
37439002,N9.3,256,NA,(null),Rexea solandri,Gemfish
37439002,N9.3,310,NA,(null),Rexea solandri,Gemfish
37439002,N9.3,268,NA,(null),Rexea solandri,Gemfish
37439002,N9.3,296,NA,(null),Rexea solandri,Gemfish
37439002,N9.3,276,NA,(null),Rexea solandri,Gemfish
37439002,N9.3,295,NA,(null),Rexea solandri,Gemfish
37439002,N9.3,276,NA,(null),Rexea solandri,Gemfish
37439002,N9.3,291,NA,(null),Rexea solandri,Gemfish
37440002,N9.3,1370,10082070,(null),Lepidopus caudatus,Frostfish
37440002,N9.3,1099,10082040,(null),Lepidopus caudatus,Frostfish
37440002,N9.3,1190,10082036,(null),Lepidopus caudatus,Frostfish
